,Date,Team,Acquired,Relinquished,Notes
20442,2017-11-29,Rockets,Nene,,returned to lineup
20443,2017-11-29,Spurs,Rudy Gay,,returned to lineup
20444,2017-11-30,Magic,,Terrence Ross,sprained MCL in right knee and fractured right leg (out indefinitely)
20445,2017-11-30,Nuggets,,Nikola Jokic,sprained left ankle (DTD)
20446,2017-12-01,Bulls,,Bobby Portis,right arm injury (DTD)
20447,2017-12-01,Cavaliers,,Iman Shumpert,arthroscopic surgery on left knee (out indefinitely)
20448,2017-12-01,Grizzlies,Chandler Parsons,,returned to lineup
20449,2017-12-01,Mavericks,,Nerlens Noel,surgery on thumb (out indefinitely)
20450,2017-12-01,Timberwolves,Jeff Teague,,returned to lineup
20451,2017-12-02,Hawks,,John Collins,left shoulder injury (out indefinitely)
20452,2017-12-02,Kings,,Willie Cauley-Stein,sore back (DTD)
20453,2017-12-02,Nets,Allen Crabbe,,returned to lineup
20454,2017-12-02,Pelicans,,Anthony Davis,strained adductor in left groin/pelvis (DTD)
20455,2017-12-02,Rockets,,Troy Williams,sprained MCL in right knee (DTD)
20456,2017-12-02,Suns,,Alex Len,ankle injury (DTD)
20457,2017-12-03,Spurs,,Emanuel Ginobili,rest (DTD)
20458,2017-12-03,Spurs,,LaMarcus Aldridge,rest (DTD)
20459,2017-12-04,Bulls,Bobby Portis,,returned to lineup
20460,2017-12-04,Spurs,,Joffrey Lauvergne,finger injury (DTD)
20461,2017-12-04,Spurs,Emanuel Ginobili,,returned to lineup
20462,2017-12-04,Spurs,LaMarcus Aldridge,,returned to lineup
20463,2017-12-04,Suns,Alex Len,,returned to lineup
20464,2017-12-04,Warriors,,Zaur Pachulia,sore left shoulder (DTD)
20465,2017-12-05,Jazz,,Raulzinho Neto,sore right foot (DTD)
20466,2017-12-05,Kings,,Willie Cauley-Stein,strained lower back (DTD)
20467,2017-12-05,Warriors,,Patrick McCaw,bruised nose (DTD)
20468,2017-12-05,Warriors,,Stephen Curry,sprained right ankle (DTD)
20469,2017-12-05,Wizards,,Jason Smith,knee injury (DTD)
20470,2017-12-06,Bucks,,Jason Terry,strained left calf (DTD)
20471,2017-12-06,Celtics,,Marcus Morris,left knee injury (DTD)
20472,2017-12-06,Hornets,,Steve Clifford,took leave of absense as head coach with heath issue
20473,2017-12-06,Suns,,Devin Booker,strained adductor in left groin (out indefinitely)
20474,2017-12-06,Warriors,,Patrick McCaw,concussion (DTD)
20475,2017-12-06,Warriors,Zaur Pachulia,,returned to lineup
20476,2017-12-07,76ers,,Dario Saric,eye injury (DTD)
20477,2017-12-07,Hornets,,Cody Zeller,torn meniscus in left knee (out indefinitely)
20478,2017-12-07,Hornets,,Frank Kaminsky,sprained right ankle (DTD)
20479,2017-12-07,Jazz,Raulzinho Neto,,returned to lineup
20480,2017-12-07,Magic,,Evan Fournier,sprained right ankle (DTD)
20481,2017-12-07,Pelicans,,Alexis Ajinca,surgery on right knee (out indefinitely)
20482,2017-12-07,Rockets,,Nene,scratched cornea (DTD)
20483,2017-12-07,Jazz,,Rodney Hood,sore left ankle (DTD)
20484,2017-12-08,Blazers,,Jusuf Nurkic,sprained right ankle (DTD)
20485,2017-12-08,Bucks,,Tony Snell,patella tendinitis in left knee (DTD)
20486,2017-12-08,Celtics,Marcus Morris,,returned to lineup
20487,2017-12-08,Pelicans,,Rajon Rondo,rest (DTD)
20488,2017-12-08,Pelicans,Anthony Davis,,returned to lineup
20489,2017-12-08,Warriors,,Zaur Pachulia,sore left shoulder (DTD)
20490,2017-12-09,76ers,,T.J. McConnell,left shoulder injury (DTD)
20491,2017-12-09,76ers,Dario Saric,,returned to lineup
20492,2017-12-09,Cavaliers,,Kevin Love,sore left hip (DTD)
20493,2017-12-09,Grizzlies,,Chandler Parsons,rest (DTD)
20494,2017-12-09,Magic,,Aaron Gordon,concussion (DTD)
20495,2017-12-09,Nets,,Joe Harris,illness (DTD)
20496,2017-12-09,Nets,,Yakuba Ouattara,sore left leg (DTD)
20497,2017-12-09,Rockets,Nene,,returned to lineup
20498,2017-12-09,Spurs,,Danny Green,tightness in left groin (DTD)
20499,2017-12-09,Spurs,Joffrey Lauvergne,,returned to lineup
20500,2017-12-10,76ers,,Joel Embiid,back injury (DTD)
20501,2017-12-10,Celtics,,Marcus Morris,rehab of left knee (DTD)
20502,2017-12-10,Pacers,,Darren Collison,sore left knee (DTD)
20503,2017-12-10,Pelicans,,Jameer Nelson,left ankle injury (DTD)
20504,2017-12-10,Pelicans,Rajon Rondo,,returned to lineup
20505,2017-12-11,Bulls,,Lauri Markkanen,back spasms / sore lower back (DTD)
20506,2017-12-11,Grizzlies,Chandler Parsons,,returned to lineup
20507,2017-12-11,Jazz,,Raulzinho Neto,concussion (DTD)
20508,2017-12-11,Pelicans,,Anthony Davis,strained adductor in left groin/pelvis (DTD)
20509,2017-12-11,Pelicans,,Dante Cunningham,right knee injury (DTD)
20510,2017-12-12,Cavaliers,,Dwyane Wade,sore left knee (DTD)
20511,2017-12-12,Cavaliers,Kevin Love,,returned to lineup
20512,2017-12-12,Nets,Joe Harris,,returned to lineup
20513,2017-12-12,Spurs,Danny Green,,returned to lineup
20514,2017-12-12,Wizards,,Ian Mahinmi,sore right knee (DTD)
20515,2017-12-12,Wizards,Jason Smith,,returned to lineup
20516,2017-12-13,Blazers,,Meyers Leonard,illness (DTD)
20517,2017-12-13,Bulls,,Lauri Markkanen,back spasms (DTD)
20518,2017-12-13,Grizzlies,,Tyreke Evans,sore right hip (DTD)
20519,2017-12-13,Heat,,Tyler Johnson,migraine headache (DTD)
20520,2017-12-13,Jazz,Rodney Hood,,returned to lineup
20521,2017-12-13,Magic,,Arron Afflalo,back spasms (DTD)
20522,2017-12-13,Pacers,Darren Collison,,returned to lineup
20523,2017-12-13,Pelicans,Anthony Davis,,returned to lineup
20524,2017-12-13,Pelicans,Dante Cunningham,,returned to lineup
20525,2017-12-13,Wizards,,Markieff Morris,sore right hip (DTD)
20526,2017-12-14,Blazers,Meyers Leonard,,returned to lineup
20527,2017-12-14,Bucks,,Mirza Teletovic,pulmonary embolism (out indefinitely)
20528,2017-12-14,Cavaliers,,Tristan Thompson,strained left calf (DTD)
20529,2017-12-14,Cavaliers,Dwyane Wade,,returned to lineup
20530,2017-12-14,Warriors,,Nick Young,concussion (DTD)
20531,2017-12-15,Cavaliers,,John Holland,left shoulder subluxation (out) indefinitely
20532,2017-12-15,Heat,,Justise Winslow,strained left knee (DTD)
20533,2017-12-15,Heat,Tyler Johnson,,returned to lineup
20534,2017-12-15,Nets,,Allen Crabbe,sore left ankle / knee (DTD)
20535,2017-12-15,Nets,,DeMarre Carroll,rest (DTD)
20536,2017-12-15,Pistons,,Avery Bradley,strained adductor in right groin (DTD)
20537,2017-12-15,Raptors,,C.J. Miles,sore left shoulder (DTD)
20538,2017-12-15,Wizards,Ian Mahinmi,,returned to lineup
20539,2017-12-15,Wizards,Markieff Morris,,returned to lineup
20540,2017-12-15,Hornets,,Julyan Stone,hamstring injury (DTD)
20541,2017-12-16,Cavaliers,Tristan Thompson,,returned to lineup
20542,2017-12-16,Grizzlies,,Chandler Parsons,rest (DTD)
20543,2017-12-16,Jazz,,Derrick Favors,eye laceration (DTD)
20544,2017-12-16,Jazz,,Rudy Gobert,sprained left knee (DTD)
20545,2017-12-16,Magic,,Aaron Gordon,strained right calf (DTD)
20546,2017-12-16,Rockets,,Clint Capela,bruised left heel (DTD)
20547,2017-12-16,Spurs,,Danny Green,tightness in left groin (DTD)
20548,2017-12-17,76ers,,Joel Embiid,back injury (DTD)
20549,2017-12-17,76ers,,Trevor Booker,sprained left ankle (DTD)
20550,2017-12-17,Heat,,James Johnson,right ankle injury (DTD)
20551,2017-12-17,Kings,,De'Aaron Fox,bruised right quadriceps (DTD)
20552,2017-12-17,Nets,Allen Crabbe,,returned to lineup
20553,2017-12-17,Nets,DeMarre Carroll,,returned to lineup
20554,2017-12-17,Raptors,C.J. Miles,,returned to lineup
20555,2017-12-17,Warriors,,Shaun Livingston,sore right knee (DTD)
20556,2017-12-17,Warriors,Nick Young,,returned to lineup
20557,2017-12-17,Wizards,,Otto Porter Jr.,hip injury / bruised right thigh (DTD)
20558,2017-12-17,76ers,,Furkan Korkmaz,left foot injury (out indefinitely)
20559,2017-12-18,Clippers,,Louis Williams,sprained left / right foot (DTD)
20560,2017-12-18,Clippers,,Wesley Johnson,sore left foot (DTD)
20561,2017-12-18,Heat,,Goran Dragic,sore left elbow (DTD)
20562,2017-12-18,Heat,,James Johnson,bursitis in right ankle (DTD)
20563,2017-12-18,Hornets,Julyan Stone,,returned to lineup
20564,2017-12-18,Jazz,,Derrick Favors,concussion (DTD)
20565,2017-12-18,Rockets,Clint Capela,,returned to lineup
20566,2017-12-19,Bucks,Tony Snell,,returned to lineup
20567,2017-12-19,Lakers,,Brook Lopez,sprained right ankle (DTD)
20568,2017-12-20,Clippers,Louis Williams,,returned to lineup
20569,2017-12-20,Jazz,,Donovan Mitchell,bruised right big toe (DTD)
20570,2017-12-20,Mavericks,Dennis Smith Jr.,,returned to lineup
20571,2017-12-20,Rockets,,Clint Capela,bruised left heel (DTD)
20572,2017-12-20,Spurs,,William) Tony Parker,rest (DTD)
20573,2017-12-20,Spurs,Danny Green,,returned to lineup
20574,2017-12-21,Blazers,,Damian Lillard,strained right hamstring (DTD)
20575,2017-12-21,Cavaliers,,J.R. Smith,sore left knee (DTD)
20576,2017-12-21,Celtics,,Jaylen Brown,sore left Achilles (DTD)
20577,2017-12-21,Jazz,,Nate Wolters,sore lower back (DTD)
20578,2017-12-21,Rockets,,Chris Paul,strained left adductor (DTD)
20579,2017-12-21,Spurs,,Danny Green,tightness in left groin (DTD)
20580,2017-12-21,Spurs,,Emanuel Ginobili,rest (DTD)
20581,2017-12-21,Spurs,William) Tony Parker,,returned to lineup
20582,2017-12-22,Clippers,,Milos Teodosic,rest (DTD)
20583,2017-12-22,Hawks,,Dennis Schroder,left ankle injury (DTD)
20584,2017-12-22,Magic,,Jonathan Isaac,sore right ankle (DTD)
20585,2017-12-22,Jazz,Nate Wolters,,returned to lineup
20586,2017-12-23,Celtics,Jaylen Brown,,returned to lineup
20587,2017-12-23,Clippers,Milos Teodosic,,returned to lineup
20588,2017-12-23,Hawks,Dennis Schroder,,returned to lineup
20589,2017-12-23,Heat,,Dion Waiters,sprained left ankle (DTD)
20590,2017-12-23,Heat,Goran Dragic,,returned to lineup
20591,2017-12-23,Heat,James Johnson,,returned to lineup
20592,2017-12-23,Jazz,Donovan Mitchell,,returned to lineup
20593,2017-12-23,Kings,,Vince Carter,rib injury (DTD)
20594,2017-12-23,Magic,,Nikola Vucevic,fractured left hand (out indefinitely)
20595,2017-12-23,Spurs,,Kawhi Leonard,right quadricep injury / rest (DTD)
20596,2017-12-23,Spurs,Emanuel Ginobili,,returned to lineup
20597,2017-12-24,Lakers,,Lonzo Ball,sprained left shoulder (DTD)
20598,2017-12-25,Cavaliers,J.R. Smith,,returned to lineup
20599,2017-12-25,Celtics,Marcus Morris,,returned to lineup
20600,2017-12-25,Rockets,Clint Capela,,returned to lineup
20601,2017-12-26,Celtics,,Marcus Morris,left knee injury (DTD)
20602,2017-12-26,Heat,,James Johnson,bursitis in right ankle (DTD)
20603,2017-12-26,Kings,Vince Carter,,returned to lineup
20604,2017-12-26,Magic,Jonathan Isaac,,returned to lineup
20605,2017-12-26,Spurs,Kawhi Leonard,,returned to lineup
20606,2017-12-27,Celtics,,Jaylen Brown,sore right knee (DTD)
20607,2017-12-27,Pistons,,Reggie Jackson,sprained right ankle (out indefinitely)
20608,2017-12-27,Rockets,,Clint Capela,fractured right orbital bone (DTD)
20609,2017-12-29,Bulls,,Kris Dunn,patellar tendinitis in left knee (DTD)
20610,2017-12-29,Clippers,Wesley Johnson,,returned to lineup
20611,2017-12-29,Grizzlies,,Chandler Parsons,sore right knee (DTD)
20612,2017-12-29,Lakers,,Tyler Ennis,flu (DTD)
20613,2017-12-29,Rockets,,Nene,undisclosed (DTD)
20614,2017-12-29,Rockets,Chris Paul,,returned to lineup
20615,2017-12-29,Spurs,,Rudy Gay,bursitis in right heel (DTD)
20616,2017-12-29,Thunder,,Paul George,sore left knee (DTD)
20617,2017-12-30,76ers,,Joel Embiid,back injury (DTD)
20618,2017-12-30,Blazers,,Meyers Leonard,ankle injury (DTD)
20619,2017-12-30,Clippers,,Austin Rivers,strained right Achilles tendon (DTD)
20620,2017-12-30,Nuggets,,Juancho Hernangomez,illness (DTD)
20621,2017-12-30,Nuggets,,Malik Beasley,elbow injury (DTD)
20622,2017-12-30,Pistons,,Stanley Johnson,strained right hip flexor (DTD)
20623,2017-12-31,76ers,Joel Embiid,,returned to lineup
20624,2017-12-31,Bulls,Kris Dunn,,returned to lineup
20625,2017-12-31,Lakers,Tyler Ennis,,returned to lineup
20626,2017-12-31,Rockets,Nene,,returned to lineup
20627,2018-01-01,Blazers,Meyers Leonard,,returned to lineup
20628,2018-01-01,Kings,,Frank Mason,bruised right heel (DTD)
20629,2018-01-01,Rockets,,James Harden,strained left hamstring (DTD)
20630,2018-01-02,Cavaliers,Isaiah Thomas,,returned to lineup
20631,2018-01-02,Clippers,,Austin Rivers,sore right Achilles (DTD)
20632,2018-01-02,Nuggets,Juancho Hernangomez,,returned to lineup
20633,2018-01-02,Nuggets,Malik Beasley,,returned to lineup
20634,2018-01-03,Cavaliers,,Isaiah Thomas,right hip injury (DTD)
20635,2018-01-03,Heat,James Johnson,,returned to lineup
20636,2018-01-03,Pistons,,Andre Drummond,bruised right rib (DTD)
20637,2018-01-03,Spurs,,William) Tony Parker,rest (DTD)
20638,2018-01-03,Spurs,,Emanuel Ginobili,rest (DTD)
20639,2018-01-04,Rockets,,Chinanu Onuaku,virus (DTD)
20640,2018-01-05,Heat,,Derrick Walton Jr.,illness (DTD)
20641,2018-01-05,Pistons,Andre Drummond,,returned to lineup
20642,2018-01-05,Spurs,,LaMarcus Aldridge,rest (DTD)
20643,2018-01-05,Spurs,William) Tony Parker,,returned to lineup
20644,2018-01-05,Spurs,Emanuel Ginobili,,returned to lineup
20645,2018-01-05,Suns,,Isaiah Canaan,strained left adductor (DTD)
20646,2018-01-06,Celtics,,Al Horford,sore left calf / knee injury (DTD)
20647,2018-01-06,Clippers,,Milos Teodosic,sore plantar fascia in left foot (DTD)
20648,2018-01-06,Magic,,Jonathon Simmons,back spasms (DTD)
20649,2018-01-06,Pistons,,Andre Drummond,bruised right rib (DTD)
20650,2018-01-06,Spurs,,Kawhi Leonard,partial tear in left shoulder (DTD)
20651,2018-01-07,Nets,,DeMarre Carroll,sprained right knee (DTD)
20652,2018-01-07,Spurs,,William) Tony Parker,rest (DTD)
20653,2018-01-07,Spurs,LaMarcus Aldridge,,returned to lineup
20654,2018-01-07,Suns,,Marquese Chriss,strained right hip flexor (DTD)
20655,2018-01-07,Heat,Derrick Walton Jr.,,returned to lineup
20656,2018-01-08,Bulls,,Nikola Mirotic,stomach virus (DTD)
20657,2018-01-08,Nets,,Nik Stauskas,ankle injury (DTD)
20658,2018-01-08,Pistons,Andre Drummond,,returned to lineup
20659,2018-01-08,Spurs,,Emanuel Ginobili,rest (DTD)
20660,2018-01-08,Spurs,William) Tony Parker,,returned to lineup
20661,2018-01-09,Heat,,Tyler Johnson,strained left shoulder (DTD)
20662,2018-01-09,Magic,Jonathon Simmons,,returned to lineup
20663,2018-01-10,Heat,Tyler Johnson,,returned to lineup
20664,2018-01-10,Jazz,,Derrick Favors,sprained right ankle (DTD)
20665,2018-01-10,Nets,Nik Stauskas,,returned to lineup
20666,2018-01-10,Pacers,,Myles Turner,right elbow injury (DTD)
20667,2018-01-10,Pelicans,,Anthony Davis,sprained right ankle (DTD)
20668,2018-01-10,Rockets,Chinanu Onuaku,,returned to lineup
20669,2018-01-10,Warriors,,Stephen Curry,sprained right ankle (DTD)
20670,2018-01-11,76ers,,Amir Johnson,gasroenteritis (DTD)
20671,2018-01-11,Celtics,Al Horford,,returned to lineup
20672,2018-01-11,Clippers,,C.J. Williams,sprained right ankle (DTD)
20673,2018-01-11,Clippers,Milos Teodosic,,returned to lineup
20674,2018-01-11,Spurs,,William) Tony Parker,sprained right ankle (DTD)
20675,2018-01-11,Spurs,Emanuel Ginobili,,returned to lineup
20676,2018-01-11,Rockets,,Zhou Qi,right elbow injury (DTD)
20677,2018-01-12,Blazers,,Evan Turner,illness (DTD)
20678,2018-01-12,Cavaliers,,Dwyane Wade,rest (DTD)
20679,2018-01-12,Cavaliers,,Isaiah Thomas,rest (DTD)
20680,2018-01-12,Heat,,Dion Waiters,surgery on left ankle (out indefinitely) (date approximate)
20681,2018-01-12,Jazz,Derrick Favors,,returned to lineup
20682,2018-01-12,Pelicans,Anthony Davis,,returned to lineup
20683,2018-01-12,Rockets,,Tarik Black,eye injury (DTD)
20684,2018-01-12,Clippers,C.J. Williams,,returned to lineup
20685,2018-01-13,Bulls,Nikola Mirotic,,returned to lineup
20686,2018-01-13,Clippers,,DeAndre Jordan,sprained left ankle (DTD)
20687,2018-01-13,Jazz,,Thabo Sefolosha,surgery on right knee (out for season)
20688,2018-01-13,Nets,,Tyler Zeller,sore left hip (DTD)
20689,2018-01-13,Spurs,William) Tony Parker,,returned to lineup
20690,2018-01-14,Blazers,Evan Turner,,returned to lineup
20691,2018-01-14,Heat,Justise Winslow,,returned to lineup
20692,2018-01-15,76ers,,Richaun Holmes,gastroenteritis (DTD)
20693,2018-01-15,76ers,Amir Johnson,,returned to lineup
20694,2018-01-15,Lakers,,Brandon Ingram,sprained left ankle/knee (DTD)
20695,2018-01-15,Lakers,,Lonzo Ball,sprained left knee (DTD)
20696,2018-01-15,Nets,Tyler Zeller,,returned to lineup
20697,2018-01-15,Rockets,Tarik Black,,returned to lineup
20698,2018-01-15,Spurs,,Kawhi Leonard,right quadriceps injury / rest (DTD)
20699,2018-01-16,76ers,,J.J. Redick,left fibula injury (DTD)
20700,2018-01-16,Hornets,Steve Clifford,,returned to team as head coach
20701,2018-01-16,Mavericks,,Jose Juan Barea,strained left groin (DTD)
20702,2018-01-16,Spurs,,Emanuel Ginobili,bruised right thigh (DTD)
20703,2018-01-17,Grizzlies,,Marc Gasol,illness (DTD)
20704,2018-01-17,Lakers,Brandon Ingram,,returned to lineup
20705,2018-01-17,Pistons,,Luke Kennard,thumb injury (DTD)
20706,2018-01-18,76ers,,James Young,undisclosed (DTD)
20707,2018-01-18,Bulls,,Kris Dunn,concussion (out indefinitely)
20708,2018-01-18,Lakers,,Kentavious Caldwell-Pope,strained right Achilles (DTD)
20709,2018-01-19,Bucks,,Giannis Antetokounmpo,sore right knee (DTD)
20710,2018-01-19,Grizzlies,Marc Gasol,,returned to lineup
20711,2018-01-19,Lakers,,Brandon Ingram,sprained left ankle (DTD)
20712,2018-01-19,Pistons,Luke Kennard,,returned to lineup
20713,2018-01-19,Warriors,,Jordan Bell,left ankle injury (out indefinitely)
20714,2018-01-20,76ers,James Young,,returned to lineup
20715,2018-01-20,Grizzlies,,Andrew Harrison,left shoulder injury (DTD)
20716,2018-01-20,Grizzlies,,Mario Chalmers,right shoulder injury (DTD)
20717,2018-01-20,Heat,,Goran Dragic,bruised left knee (DTD)
20718,2018-01-20,Jazz,,Rodney Hood,bruised lower leg (DTD)
20719,2018-01-20,Mavericks,Jose Juan Barea,,returned to lineup
20720,2018-01-20,Timberwolves,,Jamal Crawford,sprained left big toe (DTD)
20721,2018-01-20,Timberwolves,,Jimmy Butler,sore right knee (DTD)
20722,2018-01-20,Grizzlies,,James Ennis,right calf injury (DTD)
20723,2018-01-20,Rockets,,Troy Williams,illness (DTD)
20724,2018-01-21,Grizzlies,,JaMychal Green,right ankle injury (DTD)
20725,2018-01-21,Lakers,Brandon Ingram,,returned to lineup
20726,2018-01-22,Clippers,,Jawun Evans,sore lower abdominal (DTD)
20727,2018-01-22,Grizzlies,Andrew Harrison,,returned to lineup
20728,2018-01-22,Grizzlies,Mario Chalmers,,returned to lineup
20729,2018-01-22,Hornets,,Michael Kidd-Gilchrist,right axillary abscess (DTD)
20730,2018-01-22,Spurs,,Pau Gasol,sprained right wrist (DTD)
20731,2018-01-23,Kings,,Zach Randolph,sore left knee (DTD)
20732,2018-01-23,Knicks,,Kristaps Porzingis,irritation in left knee (DTD)
20733,2018-01-24,Celtics,,Al Horford,concussion (DTD)
20734,2018-01-24,Celtics,,Marcus Smart,right hand injury (DTD)
20735,2018-01-24,Clippers,,Jawun Evans,sore lower abdominal (DTD)
20736,2018-01-24,Clippers,DeAndre Jordan,,returned to lineup
20737,2018-01-24,Grizzlies,,Jarell Martin,left knee injury (DTD)
20738,2018-01-24,Hornets,Michael Kidd-Gilchrist,,returned to lineup
20739,2018-01-24,Pistons,,Reggie Bullock,thumb injury (DTD)
20740,2018-01-24,Spurs,,LaMarcus Aldridge,rest (DTD)
20741,2018-01-24,Spurs,Pau Gasol,,returned to lineup
20742,2018-01-24,Suns,,Alex Len,sore right ankle (DTD)
20743,2018-01-24,Timberwolves,Jamal Crawford,,returned to lineup
20744,2018-01-25,Heat,Goran Dragic,,returned to lineup
20745,2018-01-25,Kings,Zach Randolph,,returned to lineup
20746,2018-01-25,Knicks,Kristaps Porzingis,,returned to lineup
20747,2018-01-25,Warriors,,Patrick McCaw,strained back (DTD)
20748,2018-01-26,Cavaliers,,Iman Shumpert,left knee injury (DTD)
20749,2018-01-26,Grizzlies,,Ben McLemore,sore right knee (DTD)
20750,2018-01-26,Grizzlies,Jarell Martin,,returned to lineup
20751,2018-01-26,Kings,,Willie Cauley-Stein,bruised right knee (DTD)
20752,2018-01-26,Pelicans,,DeMarcus Cousins,torn left Achilles tendon (out for season)
20753,2018-01-26,Spurs,LaMarcus Aldridge,,returned to lineup
20754,2018-01-26,Suns,,Tyson Chandler,illness (DTD)
20755,2018-01-26,Celtics,,Guerschon Yabusele,ankle injury (DTD)
